issue_key,status,resolution,custom_field_hub,conversation_start,conversation_end,duration_minutes,first_agent_response_minutes,avg_agent_response_minutes,avg_customer_response_minutes,messages_total,messages_agent,messages_customer,turns,agent_authors,customer_authors,initial_response_sla_5m,initial_response_sla_15m,agent_profanity_detected,agent_profanity_count,customer_abuse_detected,customer_abuse_count,llm_summary_250,conversation_rating,extract_customer_problem,contact_reason,contact_reason_original,agent_score,customer_score,resolved,improvement_tip,llm_model,llm_input_tokens,llm_output_tokens,llm_cost_usd
CC-39352,Done,Done,NCP Finsbury,2025-10-23T13:40:00+00:00,2025-10-23T14:07:00+00:00,27.00,1.00,3.88,0.25,298,8,5,9,712020:4a1cd5f8-3026-4f9f-9e90-f389b942d0d6,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:9b19e54a-ced3-4d9f-aa11-a2b8a38e7ec8,true,true,false,0,false,0,,,,,Info about monthly subscription,,,,,gpt-4o-mini,,,
CC-39351,Done,Done,Port Randolph Street,2025-10-23T13:39:00+00:00,2025-10-23T14:07:00+00:00,28.00,13.00,20.50,0.00,290,4,1,2,712020:4a1cd5f8-3026-4f9f-9e90-f389b942d0d6,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:85cac8d9-b7a2-44dd-8399-69dad0c05e51,false,true,false,0,false,0,,,,,Issue unknown,,,,,gpt-4o-mini,,,
CC-39350,Done,Done,Q-Park Pimlico,2025-10-23T13:15:00+00:00,2025-10-23T14:07:00+00:00,52.00,12.00,16.25,0.25,295,6,4,4,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e7baf355-3659-4015-aaa4-a628511dafc1,false,true,false,0,false,0,,,,,Info/question about my current ride,,,,,gpt-4o-mini,,,
CC-39349,Done,Done,NCP Finsbury,2025-10-23T12:57:00+00:00,2025-10-23T13:39:00+00:00,42.00,1.00,4.40,2.00,310,13,12,10,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:27002430-1c20-419f-a596-fd86d292a76e,true,true,false,0,false,0,,,,,E-bike damage issue,,,,,gpt-4o-mini,,,
CC-39348,Done,Done,,2025-10-23T12:56:00+00:00,2025-10-23T13:30:00+00:00,34.00,1.00,2.33,0.88,316,13,17,18,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:fe9ce3d8-bab4-4608-a2ec-d8dd573ba7ec,true,true,false,0,false,0,,,,,Request to cancel weekly subscription,,,,,gpt-4o-mini,,,
CC-39347,Done,Done,Port Randolph Street,2025-10-23T12:51:00+00:00,2025-10-23T12:59:00+00:00,8.00,1.00,1.00,1.50,297,6,6,6,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e00ecf13-d811-4cac-bf92-b75c46541333,true,true,false,0,false,0,,,,,Other,,,,,gpt-4o-mini,,,
CC-39346,Done,Done,Saba Stratford,2025-10-23T12:46:00+00:00,2025-10-23T13:12:00+00:00,26.00,1.00,6.00,0.33,295,7,3,6,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:19484cfb-68d1-409a-9dd1-fc66701205a8,true,true,false,0,false,0,,,,,Hub access or navigation issue,,,,,gpt-4o-mini,,,
CC-39345,Done,Done,NCP Vintry,2025-10-23T12:46:00+00:00,2025-10-23T13:32:00+00:00,46.00,1.00,16.83,0.57,299,7,7,6,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:050e496c-ca59-4272-b359-7829d6f319f0,true,true,false,0,false,0,,,,,Info/question about my current ride,,,,,gpt-4o-mini,,,
CC-39344,Done,Done,NCP Clerkenwell,2025-10-23T12:45:00+00:00,2025-10-23T13:21:00+00:00,36.00,1.00,4.38,0.50,309,13,11,15,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:15754ee4-773f-456c-b3f3-6dda0b6c0c27,true,true,false,0,false,0,,,,,E-bike damage issue,,,,,gpt-4o-mini,,,
CC-39343,Done,Done,NCP Vintry,2025-10-23T11:58:00+00:00,2025-10-23T13:00:00+00:00,62.00,1.00,5.54,0.64,310,14,11,16,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:a18e1b8f-4466-438e-b557-f7a601c514f3,true,true,false,0,false,0,,,,,E-bike damage issue,,,,,gpt-4o-mini,,,
CC-39342,Done,Duplicate,,2025-10-23T11:45:00+00:00,2025-10-23T12:04:00+00:00,19.00,1.00,6.25,0.00,298,6,7,4,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:bd41b8f9-6ecd-421f-9750-4ceb6ff0db44,true,true,false,0,false,0,,,,,Duplicate,,,,,gpt-4o-mini,,,
CC-39341,Done,Done,Q-Park Tower Bridge,2025-10-23T11:41:00+00:00,2025-10-23T12:03:00+00:00,22.00,1.00,4.80,0.50,296,7,4,6,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:bd255dda-fde1-4ff2-b049-da9b1723dde0,true,true,false,0,false,0,,,,,Info/question about my current ride,,,,,gpt-4o-mini,,,
CC-39340,Done,Duplicate,,2025-10-23T11:39:00+00:00,2025-10-23T12:48:00+00:00,69.00,69.00,69.00,0.00,289,3,1,2,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:bd255dda-fde1-4ff2-b049-da9b1723dde0,false,false,false,0,false,0,,,,,Duplicate,,,,,gpt-4o-mini,,,
CC-39339,Done,Done,NCP Finsbury,2025-10-23T11:26:00+00:00,2025-10-23T12:02:00+00:00,36.00,1.00,6.71,0.50,295,8,2,4,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:9b19e54a-ced3-4d9f-aa11-a2b8a38e7ec8,true,true,false,0,false,0,,,,,Info about monthly subscription,,,,,gpt-4o-mini,,,
CC-39338,Done,Done,NCP Vintry,2025-10-23T11:14:00+00:00,2025-10-23T12:48:00+00:00,94.00,1.00,6.29,0.12,319,18,16,20,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:b760c687-c9cc-4671-a9ec-e33d26d11940,true,true,false,0,false,0,,,,,Request to cancel weekly subscription,,,,,gpt-4o-mini,,,
CC-39337,Done,Done,Business Design Centre,2025-10-23T10:37:00+00:00,2025-10-23T12:14:00+00:00,97.00,1.00,3.06,4.07,332,17,30,29,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:8e44db6d-0a43-4b0a-809c-83db4ea60bc6,true,true,false,0,true,2,,,,,Info/question about my current ride,,,,,gpt-4o-mini,,,
CC-39336,Done,Done,Q-Park Leicester Square,2025-10-23T10:24:00+00:00,2025-10-23T11:05:00+00:00,41.00,1.00,7.00,0.00,296,8,3,4,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:349954e8-9b17-49f5-8a17-ad278c45390a,true,true,false,0,false,0,,,,,Request to cancel weekly subscription,,,,,gpt-4o-mini,,,
CC-39335,Done,Done,No active pass / Other,2025-10-23T10:09:00+00:00,2025-10-23T11:05:00+00:00,56.00,9.00,32.50,0.00,290,4,1,2,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:13582372-b5e5-49ae-89e5-7d873d92143a,false,true,false,0,false,0,,,,,Issue unknown,,,,,gpt-4o-mini,,,
CC-39334,Done,Done,,2025-10-23T09:52:00+00:00,2025-10-23T10:40:00+00:00,48.00,1.00,9.57,0.62,303,10,8,8,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5;712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:f939e371-29e1-4f69-bfd2-a7cba9c61e06,true,true,false,0,false,0,,,,,E-bike damage issue,,,,,gpt-4o-mini,,,
CC-39333,Done,Done,Q-Park Leicester Square,2025-10-23T09:35:00+00:00,2025-10-23T10:00:00+00:00,25.00,1.00,2.62,1.17,300,9,6,10,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:397c0747-8262-4c88-ab6c-ecfb380f30e3,true,true,false,0,false,0,,,,,Info/question about my current ride,,,,,gpt-4o-mini,,,
CC-39332,Done,Done,NCP Clerkenwell,2025-10-23T08:46:00+00:00,2025-10-23T09:30:00+00:00,44.00,1.00,6.67,0.50,311,8,18,12,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e41a1ebb-3d25-4b34-a82c-ea6ae08bca48,true,true,false,0,false,0,,,,,Rental finish issue,,,,,gpt-4o-mini,,,
CC-39331,Done,Done,Q-Park Tower Bridge,2025-10-23T08:38:00+00:00,2025-10-23T09:30:00+00:00,52.00,3.00,21.67,1.50,292,5,2,2,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:b39dc05d-59d6-497d-9fa0-e2a45f08f728,true,true,false,0,false,0,,,,,General information request about the service,,,,,gpt-4o-mini,,,
CC-39330,Done,Done,NCP Bloomsbury,2025-10-23T05:29:00+00:00,2025-10-23T06:03:00+00:00,34.00,1.00,4.00,1.60,299,9,5,8,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e5a7d1a4-8c43-481c-916f-6eba41b33a37,true,true,false,0,false,0,,,,,info/question about my current subscription / pass,,,,,gpt-4o-mini,,,
CC-39329,Done,Done,Q-Park Pimlico,2025-10-23T04:32:00+00:00,2025-10-23T04:59:00+00:00,27.00,1.00,11.50,0.00,293,6,2,2,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:8e0c02d1-fa3a-4747-82af-03716d220998,true,true,false,0,false,0,,,,,Info/question about my current ride,,,,,gpt-4o-mini,,,
CC-39328,Done,Done,Q-Park Leicester Square,2025-10-23T04:20:00+00:00,2025-10-23T05:40:00+00:00,80.00,2.00,5.31,2.15,313,15,13,20,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:20a68ba4-de91-4e46-9bd0-802747c9f59b,true,true,false,0,false,0,,,,,Info/question about my current ride,,,,,gpt-4o-mini,,,
CC-39327,Done,Done,Q-park Queensway,2025-10-23T04:01:00+00:00,2025-10-23T04:38:00+00:00,37.00,1.00,7.60,0.43,299,7,7,6,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:03454e11-3d74-4f9a-9105-c66b085a9044,true,true,false,0,false,0,,,,,Info about monthly subscription,,,,,gpt-4o-mini,,,
CC-39326,Done,Done,Q-Park Leicester Square,2025-10-23T03:33:00+00:00,2025-10-23T04:11:00+00:00,38.00,1.00,5.71,2.33,296,7,4,5,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:c2bcecb0-004b-4120-86b8-b372aaf291f6,true,true,false,0,false,0,,,,,Rental finish issue,,,,,gpt-4o-mini,,,
CC-39325,Done,Done,Port Marcon Place,2025-10-23T02:36:00+00:00,2025-10-23T03:55:00+00:00,79.00,1.00,13.33,0.14,300,8,7,8,712020:0f747479-10c0-4ae9-8ae7-7531f3554784,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e3d5eca4-a906-434e-95d3-f751ee6fecb4,true,true,false,0,false,0,,,,,General information request about the service,,,,,gpt-4o-mini,,,
CC-39324,Done,Done,NCP Finsbury,2025-10-23T02:14:00+00:00,2025-10-23T02:51:00+00:00,37.00,1.00,2.56,1.92,308,10,13,14,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:dcc36d49-6d75-45ad-bd36-9701f5658f7b,true,true,false,0,false,0,,,,,Rental finish issue,,,,,gpt-4o-mini,,,
CC-39323,Done,Done,NCP Clerkenwell,2025-10-23T01:58:00+00:00,2025-10-23T02:52:00+00:00,54.00,1.00,5.60,1.82,307,11,11,10,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:75ab81a5-f9c4-4ab6-8b42-9c72a3965d8d,true,true,false,0,false,0,,,,,E-bike damage issue,,,,,gpt-4o-mini,,,
CC-39322,Done,Done,Q-Park Oxford street,2025-10-23T01:26:00+00:00,2025-10-23T01:47:00+00:00,21.00,1.00,4.60,0.56,301,7,9,6,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:102a2ed5-6c8a-40e5-8e4d-dd7eac638607,true,true,false,0,false,0,,,,,Rental finish issue,,,,,gpt-4o-mini,,,
CC-39321,Done,Done,ParkBee Lanark Road,2025-10-23T01:25:00+00:00,2025-10-23T02:12:00+00:00,47.00,1.00,10.43,0.33,296,7,4,7,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:be2478f9-6731-4813-94c6-72e54c6425d2,true,true,false,0,false,0,,,,,General information request about the service,,,,,gpt-4o-mini,,,
CC-39320,Done,Done,ParkBee Lanark Road,2025-10-23T01:25:00+00:00,2025-10-23T01:46:00+00:00,21.00,6.00,13.50,0.00,290,4,1,2,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:c365d44d-2e4b-40db-ad56-180c95e72c5c,false,true,false,0,false,0,,,,,Issue unknown,,,,,gpt-4o-mini,,,
CC-39319,Done,Done,Q-Park Tower Bridge,2025-10-23T01:17:00+00:00,2025-10-23T01:56:00+00:00,39.00,1.00,4.27,0.97,328,13,30,18,712020:0f747479-10c0-4ae9-8ae7-7531f3554784,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:7d6fdc40-f89e-4366-a9ba-8b954876f5e0,true,true,false,0,false,0,,,,,E-bike damage issue,,,,,gpt-4o-mini,,,
CC-39318,Done,Done,NCP Vintry,2025-10-23T01:16:00+00:00,2025-10-23T05:09:00+00:00,233.00,2.00,67.50,6.67,302,8,9,8,712020:0f747479-10c0-4ae9-8ae7-7531f3554784;712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:5df07bda-45b8-43d2-b058-8cc7b7f1c147,true,true,false,0,false,0,,,,,Info/question about my current ride,,,,,gpt-4o-mini,,,
CC-39317,Done,Done,Q-Park Tower Bridge,2025-10-23T00:46:00+00:00,2025-10-23T01:14:00+00:00,28.00,1.00,4.00,2.62,301,8,8,6,712020:0f747479-10c0-4ae9-8ae7-7531f3554784,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:20e0da1d-d3cd-4d07-ab2a-d1934d061f2d,true,true,false,0,false,0,,,,,Request to cancel daily pass,,,,,gpt-4o-mini,,,
CC-39316,Done,Done,,2025-10-23T00:35:00+00:00,2025-10-23T00:36:00+00:00,1.00,1.00,1.00,0.00,288,2,1,2,712020:0f747479-10c0-4ae9-8ae7-7531f3554784,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:17d890be-be78-4a5c-8128-b51a2f71d39e,true,true,false,0,false,0,,,,,Duplicate,,,,,gpt-4o-mini,,,
CC-39315,Done,Done,NCP Bloomsbury,2025-10-23T00:17:00+00:00,2025-10-23T01:16:00+00:00,59.00,1.00,14.60,,291,5,1,1,712020:0f747479-10c0-4ae9-8ae7-7531f3554784,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:9c251c35-b565-4b0b-bb97-ab6b2a8d73a2,true,true,false,0,false,0,,,,,Rental finish issue,,,,,gpt-4o-mini,,,
CC-39314,Done,Done,Q-park Queensway,2025-10-22T23:59:00+00:00,2025-10-23T01:11:00+00:00,72.00,1.00,4.82,2.64,311,12,14,16,712020:0f747479-10c0-4ae9-8ae7-7531f3554784;712020:ad2872c7-5ae1-47b0-b52a-a68d84012906,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:0dcc12d6-d6c2-44e8-8b62-53b65c9b4b40,true,true,false,0,false,0,,,,,E-bike damage issue,,,,,gpt-4o-mini,,,
CC-39313,Done,Done,NCP Bloomsbury,2025-10-22T23:40:00+00:00,2025-10-23T00:12:00+00:00,32.00,3.00,4.33,1.64,310,11,14,10,712020:938aebe2-3534-4413-a71d-6c414201de4b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:383aea6b-5291-4901-9f0c-fd4b158800ab,true,true,false,0,false,0,,,,,Rental finish issue,,,,,gpt-4o-mini,,,
